symbol,period_ending,total_revenue,cost_of_revenue,gross_profit,research_and_development,"sales,_general_and_admin.",non-recurring_items,other_operating_items,operating_income,add'l_income/expense_items,earnings_before_interest_and_tax,interest_expense,earnings_before_tax,income_tax,minority_interest,equity_earnings/loss_unconsolidated_subsidiary,net_income-cont._operations,net_income,net_income_applicable_to_common_shareholders
SWN,31-12-2020,2308000,813000,1495000,270736,1122000,2887000,357000,-2871000,260000,-2611000,94000,-2705000,407000,75630,-32034,-3112000,-3112000,-3112000
SWN,31-12-2019,3038000,720000,2318000,270736,1548000,27000,471000,270000,273000,545000,65000,480000,-411000,75630,-32034,891000,891000,891000
SWSS,31-12-2022,4885368,3188738,1963046,270736,932530,1203,534329,-1203,2505,1303,155791,1303,464,75630,-32034,839,839,839
SWSS,31-12-2021,4885368,3188738,1963046,270736,932530,581,534329,-581,18,-564,155791,-564,136211,75630,-32034,-564,-564,-564
SWSS,31-12-2020,4885368,3188738,1963046,270736,932530,1,534329,-1,41948,-1,155791,-1,136211,75630,-32034,-1,-1,-1
SWSSW,31-12-2022,4885368,3188738,1963046,270736,932530,1203,534329,-1203,2505,1303,155791,1303,464,75630,-32034,839,839,839
SWSSW,31-12-2021,4885368,3188738,1963046,270736,932530,581,534329,-581,18,-564,155791,-564,136211,75630,-32034,-564,-564,-564
SWSSW,31-12-2020,4885368,3188738,1963046,270736,932530,1,534329,-1,41948,-1,155791,-1,136211,75630,-32034,-1,-1,-1
SWTX,31-12-2022,4885368,3188738,1963046,146122,134552,215156,534329,-280674,6147,-274527,155791,-274527,136211,-2890,-32034,-277417,-277417,-277417
SWTX,31-12-2021,4885368,3188738,1963046,101676,71792,215156,534329,-173468,546,-172922,155791,-172922,136211,-988,-32034,-173910,-173910,-173910
SWTX,31-12-2020,35000,3188738,35000,51859,29465,215156,534329,-46324,1355,-44969,155791,-44969,136211,-605,-32034,-45574,-45574,-45574
SWTX,31-12-2019,4885368,3188738,1963046,42545,16694,215156,534329,-59239,3547,-55692,155791,-55692,136211,-2614,-32034,-58306,-58306,-58306
SWVL,31-12-2021,38345,48923,-10578,270736,88611,1327,534329,-100516,182,-100334,45873,-146207,-4718,75630,-32034,-141489,-141489,-141489
SWVL,31-12-2020,17312,26414,-9101,270736,23557,729,534329,-33387,590,-32797,84,-32881,-3156,75630,-32034,-29725,-29725,-29725
SWVLW,31-12-2021,38345,48923,-10578,270736,88611,1327,534329,-100516,182,-100334,45873,-146207,-4718,75630,-32034,-141489,-141489,-141489
SWVLW,31-12-2020,17312,26414,-9101,270736,23557,729,534329,-33387,590,-32797,84,-32881,-3156,75630,-32034,-29725,-29725,-29725
SWX,31-12-2022,4960009,1435826,3524183,270736,2622701,455425,470455,-24398,-6189,-30587,242750,-273337,-75653,75630,-5606,-203290,-203290,-203290
SWX,31-12-2021,3680451,904053,2776398,270736,2035810,215156,371041,369547,-3499,366048,119198,246850,39648,75630,-6423,200779,200779,200779
SWX,31-12-2020,3298873,750953,2547920,270736,1792889,215156,332027,423004,-6789,416215,111477,304738,65753,75630,-6661,232324,232324,232324
SWX,31-12-2019,3119917,809314,2310603,270736,1635555,215156,303237,371811,10085,381896,109226,272670,56023,75630,-2711,213936,213936,213936
SWZ,31-12-2008,16613,4951,11662,270736,1135,215156,534329,10527,-160337,2710,155791,2710,136211,75630,-32034,-149810,-149810,-149810
SWZ,31-12-2007,60837,5604,55233,270736,828,215156,534329,54405,41948,861,164,697,136211,75630,-32034,54241,54241,54241
SWZ,31-12-2006,131733,4935,126799,270736,752,215156,534329,126046,41948,430,155791,430,136211,75630,-32034,126046,126046,126046
SWZ,31-12-2005,60985,4289,56696,270736,632,215156,534329,56064,41948,1141,155791,1141,136211,75630,-32034,56064,56064,56064
SXC,31-12-2022,1972500,1604900,367600,270736,71400,215156,142500,153700,41948,153700,32000,121700,16800,75630,-4200,100700,100700,100700
SXC,31-12-2021,1456000,1118800,337200,270736,61800,215156,133900,141500,-31900,109600,42500,67100,18300,75630,-5400,43400,43400,43400
SXC,31-12-2020,1333000,1048200,284800,270736,81400,215156,133700,69700,5700,75400,56300,19100,10300,75630,-5100,3700,3700,3700
SXC,31-12-2019,1600300,1277600,322700,270736,75800,247400,143800,-144300,1500,-142800,60300,-203100,-54700,75630,-3900,-152300,-152300,-152300
SXI,30-06-2023,741048,455952,285096,270736,171724,4388,534329,171089,60370,169354,5405,163949,24796,75630,-32034,139153,138992,138992
SXI,30-06-2022,735339,465393,269946,270736,175635,6017,534329,88294,-1131,87163,5874,81289,19807,75630,-32034,61482,61393,61393
SXI,30-06-2021,656232,414971,241261,270736,163063,4409,534329,59165,-15097,58692,5992,52700,14157,75630,-32034,38543,36473,36473
SXI,30-06-2020,604535,389080,215455,270736,148499,6428,534329,60528,1021,61549,7475,54074,13060,75630,-32034,41014,20188,20188
SXT,31-12-2022,1437039,947928,489111,270736,292360,215156,534329,196751,41948,196751,14547,182204,41317,75630,-32034,140887,140887,140887
SXT,31-12-2021,1380264,925603,454661,270736,284633,215156,534329,170028,41948,170028,12544,157484,38739,75630,-32034,118745,118745,118745
SXT,31-12-2020,1332001,908254,423747,270736,271091,215156,534329,152656,41948,152656,14811,137845,28373,75630,-32034,109472,109472,109472
SXT,31-12-2019,1322934,908061,414873,270736,293763,215156,534329,121110,41948,121110,20107,101003,18956,75630,-32034,82047,82047,82047
SXTC,31-03-2023,1972,1545,426,270736,6034,215156,534329,-5608,150,-5935,155791,-5935,136211,75630,-32034,-5935,-5935,-5935
SXTC,31-03-2022,2602,1351,1252,270736,6441,215156,534329,-5190,-182,-5408,155791,-5408,328,75630,-32034,-5736,-5736,-5736
SXTC,31-03-2021,4778,1938,2840,270736,5037,215156,534329,-2197,872,-2941,155791,-2941,-193,75630,-32034,-2748,-2748,-2748
SXTC,31-03-2020,5162,2459,2704,270736,4045,215156,534329,-1341,-5700,-10390,155791,-10390,-102,75630,-32034,-10288,-10288,-10288
SY,31-12-2022,180945,56575,124370,33817,105341,215156,534329,-14788,4740,-12525,155791,-12525,-3016,-2478,80,-11907,-9430,-9430
SY,31-12-2021,265553,51447,214106,44963,163917,10337,534329,-5110,2775,-2574,155791,-2574,3331,-239,4592,-1552,-1313,-1313
SY,31-12-2020,198016,32448,165568,35046,139191,215156,534329,-8669,9337,14,155791,14,-732,-654,142,234,888,888
SY,31-12-2019,165330,28515,136814,25449,90524,215156,534329,20841,11670,32511,155791,32511,7140,75630,-32034,25371,25371,18161
SYBT,31-12-2022,340801,16412,1963046,270736,163451,22443,16154,478735,41948,122341,1857,120484,27190,75630,-322,92972,92972,92972
SYBT,31-12-2021,242926,5627,1963046,270736,119535,21608,384,478735,41948,95772,375,95397,20752,75630,-32034,74645,74645,74645
SYBT,31-12-2020,199770,10478,1963046,270736,95848,2392,21837,478735,41948,69215,1472,67743,8874,75630,-32034,58869,58869,58869
SYBT,31-12-2019,197320,20560,1963046,270736,93587,3451,2078,478735,41948,77644,1984,75660,9593,75630,-32034,66067,66067,66067
SYBX,31-12-2022,1180,3188738,1180,52044,16555,215156,534329,-67419,1274,-66145,2,-66147,136211,75630,-32034,-66147,-66147,-66147
SYBX,31-12-2021,1754,3188738,1754,47127,15392,215156,534329,-60765,206,-60559,2,-60561,136211,75630,-32034,-60561,-60561,-60561
SYBX,31-12-2020,545,3188738,545,47474,13537,215156,534329,-60466,1299,-59167,6,-59173,136211,75630,-32034,-59173,-59173,-59173
SYBX,31-12-2019,2224,3188738,2224,41905,14728,215156,534329,-54409,3057,-51352,21,-51373,136211,75630,-32034,-51373,-51373,-51373
SYF,31-12-2022,17526000,1008000,1963046,270736,4337000,215156,7706000,478735,41948,4475000,513000,3962000,946000,75630,-32034,3016000,3016000,2974000
SYF,31-12-2021,15752000,566000,1963046,270736,3963000,215156,5254000,478735,41948,5969000,466000,5503000,1282000,75630,-32034,4221000,4221000,4179000
SYF,31-12-2020,16472000,1094000,1963046,270736,4055000,215156,8955000,478735,41948,2368000,571000,1797000,412000,75630,-32034,1385000,1385000,1343000
SYF,31-12-2019,19461000,1566000,1963046,270736,4245000,215156,8038000,478735,41948,5612000,725000,4887000,1140000,75630,-32034,3747000,3747000,3747000
SYK,31-12-2022,18449000,6871000,11578000,1454000,6440000,216000,627000,2841000,-158000,2683000,155791,2683000,325000,75630,-32034,2358000,2358000,2358000
SYK,31-12-2021,17108000,6140000,10968000,1235000,6530000,215156,619000,2584000,-303000,2281000,155791,2281000,287000,75630,-32034,1994000,1994000,1994000
SYK,31-12-2020,14351000,5294000,9057000,984000,5378000,215156,472000,2223000,-269000,1954000,155791,1954000,355000,75630,-32034,1599000,1599000,1599000
SYK,31-12-2019,14884000,5188000,9696000,971000,5548000,215156,464000,2713000,-151000,2562000,155791,2562000,479000,75630,-32034,2083000,2083000,2083000
SYM,24-09-2022,593312,493665,99647,124141,115881,215156,534329,-140375,1286,-139089,155791,-139089,136211,75630,132226,-6863,-6863,-6863
SYM,31-12-2021,4885368,3188738,1963046,270736,6492,215156,534329,-6492,16,-6476,155791,-6476,136211,75630,-32034,-6476,-6476,-6476
SYM,30-09-2021,251913,241466,10447,73386,59442,215156,534329,-122381,67,-122314,155791,-122314,136211,75630,122314,367173,362415,356400
SYNA,24-06-2023,1355100,639200,715900,351200,175000,215156,35400,154300,27200,181500,55500,126000,52400,75630,-32034,73600,73600,73600
SYNA,25-06-2022,1739700,796600,943100,367300,168400,18300,38700,350400,300,350700,30200,320500,64600,1600,-32034,257500,257500,257500
SYNA,30-06-2021,1339600,728400,611200,313400,144900,7400,32700,147000,36800,183800,29500,154300,31400,-9100,-32034,113800,79600,79600
SYNA,30-06-2020,1333900,790800,543100,302500,127000,33000,11700,68900,113000,181900,22500,159400,38600,-2000,-32034,118800,118800,118800
SYPR,31-12-2022,110121,95268,14853,270736,14489,215156,534329,364,-800,-436,1110,-1546,948,75630,-32034,-2494,-2494,-2494
SYPR,31-12-2021,97434,82928,14506,270736,12596,215156,534329,1910,2954,4864,868,3996,1073,75630,-32034,2923,2923,2923
SYPR,31-12-2020,82346,70294,12052,270736,11962,215156,534329,90,-544,-454,838,-1292,-2960,75630,-32034,1668,1668,1668
SYPR,31-12-2019,87891,78008,9883,270736,14189,215156,534329,-4306,1256,-3050,903,-3953,-4,75630,-32034,-3949,-3949,-3949
SYRS,31-12-2022,14880,3188738,14880,111944,38809,215156,534329,-135873,45353,-90520,4134,-94654,136211,75630,-32034,-94654,-94654,-94654
SYRS,31-12-2021,23488,3188738,23488,99872,23036,215156,534329,-99420,16769,-82651,3907,-86558,136211,75630,-32034,-86558,-86558,-86558
SYRS,31-12-2020,15093,3188738,15093,76065,21325,215156,534329,-82297,51,-82246,1792,-84038,136211,75630,-32034,-84038,-84038,-84038
SYRS,31-12-2019,1982,3188738,1982,58245,21478,215156,534329,-77741,2375,-75366,72,-75438,136211,75630,-32034,-75438,-75438,-75438
SYT,31-12-2022,167159,139846,27313,270736,21411,215156,534329,5902,-925,4977,155791,4977,2616,-6,42,2355,2993,2993
SYT,31-12-2021,144721,117375,27347,270736,21421,215156,534329,5926,-1584,4342,155791,4342,1922,1,-10,2420,2410,2410
SYT,31-12-2020,127272,100015,27257,270736,18652,215156,534329,8605,-1429,7176,155791,7176,2955,75630,-32034,4220,4220,4220
SYTA,31-12-2022,6482,5092,1390,340,15592,899,1142,-16583,1466,-15118,181,-15299,136211,75630,-32034,-15299,-15299,-15299
SYTA,31-12-2021,7545,5677,1868,846,10776,9610,1008,-20373,-1268,-21642,1984,-23626,136211,75630,-32034,-23626,-23626,-23626
SYTA,31-12-2020,5990,4410,1580,560,7067,3395,1280,-10723,-1124,-11847,1744,-13591,136211,75630,-32034,-13591,-13591,-13591
SYTA,31-12-2019,9812,7123,2689,757,7005,324,1169,-6566,-129,-7657,155791,-7657,136211,75630,-32034,-7657,-7657,-7657
SYTAW,31-12-2022,6482,5092,1390,340,15592,899,1142,-16583,1466,-15118,181,-15299,136211,75630,-32034,-15299,-15299,-15299
SYTAW,31-12-2021,7545,5677,1868,846,10776,9610,1008,-20373,-1268,-21642,1984,-23626,136211,75630,-32034,-23626,-23626,-23626
SYTAW,31-12-2020,5990,4410,1580,560,7067,3395,1280,-10723,-1124,-11847,1744,-13591,136211,75630,-32034,-13591,-13591,-13591
SYTAW,31-12-2019,9812,7123,2689,757,7005,324,1169,-6566,-129,-7657,155791,-7657,136211,75630,-32034,-7657,-7657,-7657
SYY,01-07-2023,76324675,62369678,13954997,270736,10916448,215156,534329,3038549,-226442,2812107,526752,2285355,515231,75630,-32034,1770124,1770124,1770124
SYY,02-07-2022,68636146,56315622,12320524,270736,9974024,215156,534329,2346500,23916,2370416,623643,1746773,388005,75630,-32034,1358768,1358768,1358768
SYY,03-07-2021,51297843,41941094,9356749,270736,7909561,215156,534329,1447188,17677,1464865,880137,584728,60519,75630,-32034,524209,524209,524209
SYY,27-06-2020,52893310,42991646,9901664,270736,9152159,215156,534329,749505,-47901,701604,408220,293384,77909,75630,-32034,215475,215475,215475
SZZL,31-12-2022,4885368,3188738,1963046,270736,231,1992,534329,-2223,2414,191,155791,191,445,75630,-32034,-254,-254,-254
SZZL,31-12-2021,4885368,3188738,1963046,270736,86,268,534329,-354,8,-345,155791,-345,136211,75630,-32034,-345,-345,-345
SZZL,31-12-2020,4885368,3188738,1963046,270736,932530,3,534329,-3,41948,-3,155791,-3,136211,75630,-32034,-3,-3,-3
T,31-12-2022,120741000,50848000,69893000,270736,28961000,27498000,18021000,-4587000,5810000,3014000,6108000,-3094000,3780000,1791000,-1469000,-6874000,-8524000,-8727000
T,31-12-2021,134038000,60407000,73631000,270736,29669000,213000,17852000,25897000,9387000,35887000,6716000,29171000,5395000,603000,-1398000,23776000,20081000,19874000
T,31-12-2020,143050000,65651000,77399000,270736,30817000,15687000,22523000,8372000,-1088000,7373000,7727000,-354000,1168000,89000,-1355000,-1522000,-5176000,-5369000
T,31-12-2019,181193000,84141000,97052000,270736,39422000,1458000,28217000,27955000,-1071000,26890000,8422000,18468000,3493000,6000,-1072000,13909000,13903000,13900000
TAC,31-12-2022,2196000,990000,1207000,270736,366000,7000,442000,392000,55000,454000,193000,261000,142000,7000,-82000,44000,37000,3000
TAC,31-12-2021,2154000,975000,1179000,270736,436000,513000,419000,-189000,76000,-107000,194000,-301000,36000,7000,-89000,-418000,-425000,-456000
TAC,31-12-2020,1649000,760000,889000,270736,387000,66000,513000,-78000,25000,-51000,187000,-238000,-39000,1000,-27000,-224000,-225000,-264000
TAC,31-12-2019,1810000,837000,972000,270736,239000,19000,455000,258000,28000,287000,138000,149000,13000,75630,-72000,63000,63000,40000
TACT,31-12-2022,58139,33727,24412,8570,23519,215156,534329,-7677,-16,-7693,208,-7901,-1965,75630,-32034,-5936,-5936,-5936
TACT,31-12-2021,39386,24004,15382,7475,17284,215156,534329,-9377,3451,-5926,157,-6083,-2042,75630,-32034,-4041,-4041,-4041
TACT,31-12-2020,30595,17666,12929,5703,15399,215156,534329,-8173,134,-8039,130,-8169,-2539,75630,-32034,-5630,-5630,-5630
TACT,31-12-2019,45748,23813,21935,4393,17199,215156,534329,343,52,395,28,367,-149,75630,-32034,516,516,516
TAIT,31-12-2022,8423,4030,4393,270736,2158,215156,534329,2235,-409,1826,155791,1826,-1382,75630,-32034,3208,3208,3208
TAIT,31-12-2021,8643,4522,4121,270736,2029,215156,534329,2092,306,2398,155791,2398,388,75630,-32034,2010,2010,2010
TAIT,31-12-2020,6696,3415,3281,270736,2227,215156,534329,1054,309,1363,155791,1363,4,75630,-32034,1359,1359,1359
TAIT,31-12-2019,6783,3707,3076,270736,2378,215156,534329,698,108,806,155791,806,136211,75630,-33,773,773,773
TAK,31-03-2023,30261000,9348000,20914000,4759000,8393000,215156,4076000,3686000,473000,4093000,1275000,2818000,436000,-65000,-32034,2317000,2382000,2382000
TAK,31-03-2022,29405000,9119000,20286000,4334000,8259000,215156,3896000,3797000,195000,3866000,1373000,2493000,597000,-127000,-32034,1770000,1896000,1896000
TAK,31-03-2021,28939000,8998000,19941000,4125000,7390000,215156,3818000,4609000,955000,5564000,2250000,3314000,-90000,1000,-32034,3405000,3404000,3404000
TAK,31-03-2020,30487000,10095000,20392000,4561000,10682000,215156,4219000,930000,258000,965000,1528000,-563000,-973000,-222000,-32034,188000,410000,410000
TAL,28-02-2023,1019772,436358,583414,270736,674144,215156,534329,-90730,-18989,-109719,155791,-109719,20011,-2248,-3634,-135612,-135612,-135612
TAL,28-02-2022,4390907,2203336,2187571,270736,2297037,505050,534329,-614516,-155743,-770259,7871,-778130,396992,10787,28220,-1136115,-1136115,-1136115
TAL,28-02-2021,4495755,2048561,2447194,270736,2777883,107535,534329,-438224,230547,-207677,16946,-224623,-69897,11676,27060,-115990,-115990,-115990
TAL,29-02-2020,3273308,1468569,1804739,270736,1638298,28998,534329,137443,-176276,-38833,11820,-50653,69328,-7670,17456,-110195,-110195,-110195
TALK,31-12-2022,119567,59229,60338,21659,115703,6134,534329,-83158,41948,-79418,155791,-79418,254,75630,-32034,-79672,-79672,-79672
TALK,31-12-2021,113671,46899,66772,15919,144776,215156,534329,-93923,41948,-62695,155791,-62695,47,75630,-32034,-62742,-62742,-62742
TALK,31-12-2020,76190,26353,49837,9583,62236,215156,534329,-21982,41948,-22346,155791,-22346,24,75630,-32034,-22370,-22370,-22370
TALKW,31-12-2022,119567,59229,60338,21659,115703,6134,534329,-83158,41948,-79418,155791,-79418,254,75630,-32034,-79672,-79672,-79672
TALKW,31-12-2021,113671,46899,66772,15919,144776,215156,534329,-93923,41948,-62695,155791,-62695,47,75630,-32034,-62742,-62742,-62742
TALKW,31-12-2020,76190,26353,49837,9583,62236,215156,534329,-21982,41948,-22346,155791,-22346,24,75630,-32034,-22370,-22370,-22370
TALO,31-12-2022,1651980,311580,1340400,270736,133656,215156,470625,736119,-240391,509950,125498,384452,2537,14222,-32034,396137,381915,381915
TALO,31-12-2021,1244540,286964,957576,270736,110714,18123,454123,374616,-426065,-51449,133138,-184587,-1635,75630,-32034,-182952,-182952,-182952
TALO,31-12-2020,575936,247618,328318,270736,67625,267916,414087,-421310,90703,-330607,99415,-430022,35583,75630,-32034,-465605,-465605,-465605
TALO,31-12-2019,908064,244776,663288,270736,57653,12221,380320,213094,-92659,120435,97847,22588,-36141,75630,-32034,58729,58729,58729
TANH,31-12-2022,53490,43398,10093,228,5292,215156,534329,4573,1757,6330,602,5728,3142,75630,435,3021,3021,3021
TANH,31-12-2021,55264,44832,10431,8053,10893,215156,534329,-8515,992,-7523,740,-8264,2429,75630,2335,-8358,-8358,-8358
TANH,31-12-2020,42284,37807,4476,890,1932,11999,534329,-10345,11,-10334,300,-10634,-612,75630,3502,-6520,-6520,-6520
TANH,31-12-2019,49231,43253,5978,327,4975,9584,534329,-8909,57,-8852,443,-9296,364,75630,3602,-9659,-6357,-6357
TAOP,31-12-2022,24233,17003,7230,3607,6789,215156,534329,-3166,3471,44,556,-513,70,-261,-32034,-582,-7082,-7082
TAOP,31-12-2021,19391,12719,6671,4479,12333,215156,534329,-10141,126,-10829,928,-11757,5,-814,-32034,-11762,-9925,-9925
TAOP,31-12-2020,11063,7119,3944,3889,17421,215156,534329,-17367,-18,-17385,1018,-18403,-71,75630,636,-18331,-17695,-17695
TAOP,31-12-2019,13791,7189,6602,3593,7182,215156,534329,-4172,803,-3369,500,-3869,-274,75630,12,-3582,-3582,-3582
TAP,31-12-2022,10701000,7045800,3655200,270736,2657400,845000,534329,157500,30600,188100,250600,-62500,124000,4700,11200,-170600,-175300,-175300
TAP,31-12-2021,10279700,6226300,4053400,270736,2599000,215156,534329,1454400,44900,1499300,260300,1239000,230500,75630,-2800,1005700,1005700,1005700
TAP,31-12-2020,9654000,5885700,3768300,270736,2692900,1484300,534329,-408900,39600,-369300,274600,-643900,301800,75630,-3300,-949000,-949000,-949000
TAP,31-12-2019,10579400,6378200,4201200,270736,2728000,708800,534329,764400,-3600,760800,280900,479900,233700,75630,-4500,241700,241700,241700
TARA,31-12-2022,4885368,3188738,1963046,16808,20737,29517,534329,-67062,1110,-65952,155791,-65952,136211,75630,-32034,-65952,-65952,-65952
TARA,31-12-2021,4885368,3188738,1963046,21088,26401,215156,534329,-47489,237,-47252,155791,-47252,136211,75630,-32034,-47252,-47252,-47252
TARA,31-12-2020,4885368,3188738,1963046,11982,22462,215156,534329,-34444,500,-33944,34,-33978,136211,75630,-32034,-33978,-33978,-33978
